id,name,dealDate,dealType,dealType2,dealSize,postValuation,dealSynopsis,dealStatus,dealFinancingStatus,dealBusinessStatus,primaryIndustryCode,verticals,description,hqLocation,companyWebsite,investor,company_id,investor_id
944,Backstitch,11-Apr-2024,Seed Round,Seed Round,5.83,16.00,"The company raised $5.83 million through a combination of Seed-1 and Seed-2 funding from Wintrust Ventures, Service Provider Capital and Mairs & Power Venture Capital on April 11, 2024, putting the company's pre-money valuation at $10.17 million. Capital Midwest Fund, Techstars, Unbridled Ventures, Maria LaLonde, Brian Bosche, Nick Resnick, Douglas Finch, Mike McRoberts and Thomas Lozser also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HR Tech, TMT","Developer of an online communication platform designed to share push notifications, internal content, and industry news with employees. The company's platform gathers, organizes, and distributes company news, content, and relevant information, enabling enterprises to personalize internal and intranet communications to engage employees and stakeholders.","Kansas City, MO",www.backstitch.io,Maria LaLonde,1063,
945,Backstitch,11-Apr-2024,Seed Round,Seed Round,5.83,16.00,"The company raised $5.83 million through a combination of Seed-1 and Seed-2 funding from Wintrust Ventures, Service Provider Capital and Mairs & Power Venture Capital on April 11, 2024, putting the company's pre-money valuation at $10.17 million. Capital Midwest Fund, Techstars, Unbridled Ventures, Maria LaLonde, Brian Bosche, Nick Resnick, Douglas Finch, Mike McRoberts and Thomas Lozser also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HR Tech, TMT","Developer of an online communication platform designed to share push notifications, internal content, and industry news with employees. The company's platform gathers, organizes, and distributes company news, content, and relevant information, enabling enterprises to personalize internal and intranet communications to engage employees and stakeholders.","Kansas City, MO",www.backstitch.io,Mike McRoberts,1063,
946,Backstitch,11-Apr-2024,Seed Round,Seed Round,5.83,16.00,"The company raised $5.83 million through a combination of Seed-1 and Seed-2 funding from Wintrust Ventures, Service Provider Capital and Mairs & Power Venture Capital on April 11, 2024, putting the company's pre-money valuation at $10.17 million. Capital Midwest Fund, Techstars, Unbridled Ventures, Maria LaLonde, Brian Bosche, Nick Resnick, Douglas Finch, Mike McRoberts and Thomas Lozser also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HR Tech, TMT","Developer of an online communication platform designed to share push notifications, internal content, and industry news with employees. The company's platform gathers, organizes, and distributes company news, content, and relevant information, enabling enterprises to personalize internal and intranet communications to engage employees and stakeholders.","Kansas City, MO",www.backstitch.io,Nick Resnick,1063,
947,Backstitch,11-Apr-2024,Seed Round,Seed Round,5.83,16.00,"The company raised $5.83 million through a combination of Seed-1 and Seed-2 funding from Wintrust Ventures, Service Provider Capital and Mairs & Power Venture Capital on April 11, 2024, putting the company's pre-money valuation at $10.17 million. Capital Midwest Fund, Techstars, Unbridled Ventures, Maria LaLonde, Brian Bosche, Nick Resnick, Douglas Finch, Mike McRoberts and Thomas Lozser also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HR Tech, TMT","Developer of an online communication platform designed to share push notifications, internal content, and industry news with employees. The company's platform gathers, organizes, and distributes company news, content, and relevant information, enabling enterprises to personalize internal and intranet communications to engage employees and stakeholders.","Kansas City, MO",www.backstitch.io,Service Provider Capital,1063,18822
948,Backstitch,11-Apr-2024,Seed Round,Seed Round,5.83,16.00,"The company raised $5.83 million through a combination of Seed-1 and Seed-2 funding from Wintrust Ventures, Service Provider Capital and Mairs & Power Venture Capital on April 11, 2024, putting the company's pre-money valuation at $10.17 million. Capital Midwest Fund, Techstars, Unbridled Ventures, Maria LaLonde, Brian Bosche, Nick Resnick, Douglas Finch, Mike McRoberts and Thomas Lozser also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HR Tech, TMT","Developer of an online communication platform designed to share push notifications, internal content, and industry news with employees. The company's platform gathers, organizes, and distributes company news, content, and relevant information, enabling enterprises to personalize internal and intranet communications to engage employees and stakeholders.","Kansas City, MO",www.backstitch.io,Techstars,1063,9382
949,Backstitch,11-Apr-2024,Seed Round,Seed Round,5.83,16.00,"The company raised $5.83 million through a combination of Seed-1 and Seed-2 funding from Wintrust Ventures, Service Provider Capital and Mairs & Power Venture Capital on April 11, 2024, putting the company's pre-money valuation at $10.17 million. Capital Midwest Fund, Techstars, Unbridled Ventures, Maria LaLonde, Brian Bosche, Nick Resnick, Douglas Finch, Mike McRoberts and Thomas Lozser also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HR Tech, TMT","Developer of an online communication platform designed to share push notifications, internal content, and industry news with employees. The company's platform gathers, organizes, and distributes company news, content, and relevant information, enabling enterprises to personalize internal and intranet communications to engage employees and stakeholders.","Kansas City, MO",www.backstitch.io,Thomas Lozser,1063,
950,Backstitch,11-Apr-2024,Seed Round,Seed Round,5.83,16.00,"The company raised $5.83 million through a combination of Seed-1 and Seed-2 funding from Wintrust Ventures, Service Provider Capital and Mairs & Power Venture Capital on April 11, 2024, putting the company's pre-money valuation at $10.17 million. Capital Midwest Fund, Techstars, Unbridled Ventures, Maria LaLonde, Brian Bosche, Nick Resnick, Douglas Finch, Mike McRoberts and Thomas Lozser also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HR Tech, TMT","Developer of an online communication platform designed to share push notifications, internal content, and industry news with employees. The company's platform gathers, organizes, and distributes company news, content, and relevant information, enabling enterprises to personalize internal and intranet communications to engage employees and stakeholders.","Kansas City, MO",www.backstitch.io,Unbridled Ventures,1063,
951,Backstitch,11-Apr-2024,Seed Round,Seed Round,5.83,16.00,"The company raised $5.83 million through a combination of Seed-1 and Seed-2 funding from Wintrust Ventures, Service Provider Capital and Mairs & Power Venture Capital on April 11, 2024, putting the company's pre-money valuation at $10.17 million. Capital Midwest Fund, Techstars, Unbridled Ventures, Maria LaLonde, Brian Bosche, Nick Resnick, Douglas Finch, Mike McRoberts and Thomas Lozser also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, HR Tech, TMT","Developer of an online communication platform designed to share push notifications, internal content, and industry news with employees. The company's platform gathers, organizes, and distributes company news, content, and relevant information, enabling enterprises to personalize internal and intranet communications to engage employees and stakeholders.","Kansas City, MO",www.backstitch.io,Wintrust Ventures,1063,5302
952,Siftwell,20-Feb-2024,Seed Round,Seed Round,5.80,,"The company raised $5.8 million of seed funding in a deal led by AlleyCorp on February 20, 2024. Tau Ventures, Arkin Holdings and Charlotte Fund also participated in the round. The funds will be used to enhance its products, Sutten told Fierce Healthcare.",Completed,Venture Capital-Backed,Generating Revenue,Other Healthcare Technology Systems,"Artificial Intelligence & Machine Learning, Big Data, HealthTech","Operator of a healthcare predictive analytics company intended to identify members at high risk for rising costs, declining health, membership churn, and other business use cases. The company uses machine learning to analyze large datasets of health plan data, including claims, social determinants of health, and related datasets to amplify data-driven decisions, enabling clients to improve the health of their members, reduce the cost of care, improve quality metrics, and increase member retention.","Charlotte, NC",www.siftwell.ai,AlleyCorp,1064,9551
953,Siftwell,20-Feb-2024,Seed Round,Seed Round,5.80,,"The company raised $5.8 million of seed funding in a deal led by AlleyCorp on February 20, 2024. Tau Ventures, Arkin Holdings and Charlotte Fund also participated in the round. The funds will be used to enhance its products, Sutten told Fierce Healthcare.",Completed,Venture Capital-Backed,Generating Revenue,Other Healthcare Technology Systems,"Artificial Intelligence & Machine Learning, Big Data, HealthTech","Operator of a healthcare predictive analytics company intended to identify members at high risk for rising costs, declining health, membership churn, and other business use cases. The company uses machine learning to analyze large datasets of health plan data, including claims, social determinants of health, and related datasets to amplify data-driven decisions, enabling clients to improve the health of their members, reduce the cost of care, improve quality metrics, and increase member retention.","Charlotte, NC",www.siftwell.ai,Arkin Holdings,1064,
954,Siftwell,20-Feb-2024,Seed Round,Seed Round,5.80,,"The company raised $5.8 million of seed funding in a deal led by AlleyCorp on February 20, 2024. Tau Ventures, Arkin Holdings and Charlotte Fund also participated in the round. The funds will be used to enhance its products, Sutten told Fierce Healthcare.",Completed,Venture Capital-Backed,Generating Revenue,Other Healthcare Technology Systems,"Artificial Intelligence & Machine Learning, Big Data, HealthTech","Operator of a healthcare predictive analytics company intended to identify members at high risk for rising costs, declining health, membership churn, and other business use cases. The company uses machine learning to analyze large datasets of health plan data, including claims, social determinants of health, and related datasets to amplify data-driven decisions, enabling clients to improve the health of their members, reduce the cost of care, improve quality metrics, and increase member retention.","Charlotte, NC",www.siftwell.ai,Charlotte Fund,1064,18587
955,Siftwell,20-Feb-2024,Seed Round,Seed Round,5.80,,"The company raised $5.8 million of seed funding in a deal led by AlleyCorp on February 20, 2024. Tau Ventures, Arkin Holdings and Charlotte Fund also participated in the round. The funds will be used to enhance its products, Sutten told Fierce Healthcare.",Completed,Venture Capital-Backed,Generating Revenue,Other Healthcare Technology Systems,"Artificial Intelligence & Machine Learning, Big Data, HealthTech","Operator of a healthcare predictive analytics company intended to identify members at high risk for rising costs, declining health, membership churn, and other business use cases. The company uses machine learning to analyze large datasets of health plan data, including claims, social determinants of health, and related datasets to amplify data-driven decisions, enabling clients to improve the health of their members, reduce the cost of care, improve quality metrics, and increase member retention.","Charlotte, NC",www.siftwell.ai,Tau Ventures,1064,10118
956,Mesh (Media and Information Services),07-Feb-2024,Seed Round,Seed Round,5.70,,"The company raised $5.7 million of seed funding in a deal led by Greycroft on February 7, 2024. Other undisclosed investors participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Media and Information Services (B2B),SaaS,"Operator of a B2B professional information verification platform intended to help streamline the credibility validation process. The company's platform integrates into the website and mobile applications and offers scalable instant and continuous verification of professional credentials, certifications, and licenses in various industries, enabling companies to avail of services from verified professionals in a hassle-free manner.","Austin, TX",meshverify.com,Greycroft,1065,18834
957,Motif (Business/Productivity Software),12-Feb-2024,Seed Round,Seed Round,5.70,,"The company raised $5.7 million of seed funding in a deal led by Felicis and Amplify Partners on February 12, 2024. InvestInData angel group also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Provider of data and analytics services intended for eventful analytics with consequences. The company gives more importance to data visualization which feels more like creating in Figma than viewing a static dashboard or writing SQL in a text editor and provides visual and even tactile ways of performing operations, dragging, rotating, stretching, and zooming, enabling clients to solve business questions easily.","Mountain View, CA",www.motifanalytics.com,Amplify Partners,1066,32200
958,Motif (Business/Productivity Software),12-Feb-2024,Seed Round,Seed Round,5.70,,"The company raised $5.7 million of seed funding in a deal led by Felicis and Amplify Partners on February 12, 2024. InvestInData angel group also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Provider of data and analytics services intended for eventful analytics with consequences. The company gives more importance to data visualization which feels more like creating in Figma than viewing a static dashboard or writing SQL in a text editor and provides visual and even tactile ways of performing operations, dragging, rotating, stretching, and zooming, enabling clients to solve business questions easily.","Mountain View, CA",www.motifanalytics.com,Felicis,1066,
959,Motif (Business/Productivity Software),12-Feb-2024,Seed Round,Seed Round,5.70,,"The company raised $5.7 million of seed funding in a deal led by Felicis and Amplify Partners on February 12, 2024. InvestInData angel group also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data","Provider of data and analytics services intended for eventful analytics with consequences. The company gives more importance to data visualization which feels more like creating in Figma than viewing a static dashboard or writing SQL in a text editor and provides visual and even tactile ways of performing operations, dragging, rotating, stretching, and zooming, enabling clients to solve business questions easily.","Mountain View, CA",www.motifanalytics.com,InvestInData,1066,12660
960,Phin Security,09-Apr-2024,Seed Round,Seed Round,5.70,13.00,"The company raised $5.70 million through a combination of Seed funding from Inner Loop Capital, Prelude Venture Fund, and other undisclosed investors on April 9, 2024, putting the company's pre-money valuation at $7.30 million.",Completed,Venture Capital-Backed,Generating Revenue,Network Management Software,Cybersecurity,"Operator of a phishing simulation and security awareness platform intended to help employees mitigate more complex threats such as social engineering and business email compromise. The company's platform provides a simulation-based solution for social engineering, phishing, and malware attacks and awareness training and phishing as a service, enabling organizations to stop phishing attacks, spear-phishing attacks, and ransomware compliance.","Newark, DE",www.phinsec.io,Inner Loop Capital,1067,10147
961,Phin Security,09-Apr-2024,Seed Round,Seed Round,5.70,13.00,"The company raised $5.70 million through a combination of Seed funding from Inner Loop Capital, Prelude Venture Fund, and other undisclosed investors on April 9, 2024, putting the company's pre-money valuation at $7.30 million.",Completed,Venture Capital-Backed,Generating Revenue,Network Management Software,Cybersecurity,"Operator of a phishing simulation and security awareness platform intended to help employees mitigate more complex threats such as social engineering and business email compromise. The company's platform provides a simulation-based solution for social engineering, phishing, and malware attacks and awareness training and phishing as a service, enabling organizations to stop phishing attacks, spear-phishing attacks, and ransomware compliance.","Newark, DE",www.phinsec.io,Prelude Venture Fund,1067,4415
962,Kytopen,14-Feb-2024,Seed Round,Seed Round,5.69,40.00,"The company raised $5.69 million through a combination of Senior Seed-1, Senior Seed-2, and Senior Seed-3 funding in the form of convertible unsecured promissory notes from MassVentures and other undisclosed investors on February 14, 2024, putting the company's pre-money valuation at $34.31 million.",Completed,Venture Capital-Backed,Generating Revenue,Discovery Tools (Healthcare),"HealthTech, Life Sciences, LOHAS & Wellness, TMT","Developer of a cell engineering platform designed to offer healthy and functional cells. The company's platform uses a fast, scalable and gentle process that yields quality engineered cells in minutes while maintaining cell health and function, enabling researchers to combine continuous fluid flow with electric fields for efficiency delivery of payloads to primary cells.","Cambridge, MA",www.kytopen.com,MassVentures,1068,26263
963,Monomer Bio,01-Feb-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by Talis Capital on February 1, 2024. LifeX Ventures, Kevin Mahaffey, Amit Gupta, and Notley Ventures also participated in the round. The funds will be used for expansion efforts and enhance company's platform.",Completed,Venture Capital-Backed,Generating Revenue,Other Healthcare Technology Systems,"Life Sciences, SaaS","Developer of a lab automation management platform designed to streamline day-to-day lab operations. The company's platform offers custom micro applications to send custom updates to a lab's LIMS, generate robotic worklists from DOE files, and automation consulting and quality control alternatives, helping biology companies get started on their first set of instruments and established companies get more out of their existing infrastructure.","Pacifica, CA",www.monomerbio.com,Kevin Mahaffey,1069,23227
964,Monomer Bio,01-Feb-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by Talis Capital on February 1, 2024. LifeX Ventures, Kevin Mahaffey, Amit Gupta, and Notley Ventures also participated in the round. The funds will be used for expansion efforts and enhance company's platform.",Completed,Venture Capital-Backed,Generating Revenue,Other Healthcare Technology Systems,"Life Sciences, SaaS","Developer of a lab automation management platform designed to streamline day-to-day lab operations. The company's platform offers custom micro applications to send custom updates to a lab's LIMS, generate robotic worklists from DOE files, and automation consulting and quality control alternatives, helping biology companies get started on their first set of instruments and established companies get more out of their existing infrastructure.","Pacifica, CA",www.monomerbio.com,LifeX Ventures,1069,18092
965,Monomer Bio,01-Feb-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by Talis Capital on February 1, 2024. LifeX Ventures, Kevin Mahaffey, Amit Gupta, and Notley Ventures also participated in the round. The funds will be used for expansion efforts and enhance company's platform.",Completed,Venture Capital-Backed,Generating Revenue,Other Healthcare Technology Systems,"Life Sciences, SaaS","Developer of a lab automation management platform designed to streamline day-to-day lab operations. The company's platform offers custom micro applications to send custom updates to a lab's LIMS, generate robotic worklists from DOE files, and automation consulting and quality control alternatives, helping biology companies get started on their first set of instruments and established companies get more out of their existing infrastructure.","Pacifica, CA",www.monomerbio.com,Notley Ventures,1069,14611
966,Monomer Bio,01-Feb-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by Talis Capital on February 1, 2024. LifeX Ventures, Kevin Mahaffey, Amit Gupta, and Notley Ventures also participated in the round. The funds will be used for expansion efforts and enhance company's platform.",Completed,Venture Capital-Backed,Generating Revenue,Other Healthcare Technology Systems,"Life Sciences, SaaS","Developer of a lab automation management platform designed to streamline day-to-day lab operations. The company's platform offers custom micro applications to send custom updates to a lab's LIMS, generate robotic worklists from DOE files, and automation consulting and quality control alternatives, helping biology companies get started on their first set of instruments and established companies get more out of their existing infrastructure.","Pacifica, CA",www.monomerbio.com,Talis Capital,1069,1757
967,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,Amjad Masad,1070,23916
968,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,Betaworks,1070,
969,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,Catapult Ventures,1070,40895
970,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,Everywhere Ventures,1070,9450
971,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,GV,1070,9428
972,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,Nick Sullivan,1070,
973,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,Shawn Wang,1070,
974,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,Spencer Kimball,1070,6597
975,Quadratic,02-Apr-2024,Seed Round,Seed Round,5.60,,"The company raised $5.6 million of seed funding in a deal led by GV on April 2, 2024. Catapult Ventures, Everywhere Ventures, Betaworks, Wes McKinney, Amjad Masad, Spencer Kimball, Shawn Wang, Nick Sullivan and other undisclosed investors also participated in the round. The funds will be used to build the spreadsheet for modern teams. and for launching the Quadratic Teams, a shared workspace for real-time collaboration.",Completed,Venture Capital-Backed,Product In Beta Test,Business/Productivity Software,"Big Data, SaaS","Developer of a real-time spreadsheet designed for data accessibility from various sources. The company's platform works with data using data science and data visualization tools, enabling users to pull data from databases.","Boulder, CO",www.quadratichq.com,Wes McKinney,1070,4126
976,BRIJ Medical,28-Feb-2024,Seed Round,Seed Round,5.58,,"The company raised $5.58 million of seed funding in a deal led by Tim Gleeson on February 28, 2024. Other undisclosed investors also investors also participated in the round. Of the total amount, an undisclosed amount originally raised in the form of convertible debt and subsequently converted into equity. The funds will be used for further product development and commercial rollout of its incision and scar management system.",Completed,Venture Capital-Backed,Generating Revenue,Therapeutic Devices,"HealthTech, LOHAS & Wellness","Developer of a force-modulating tissue bridge system designed to relieve tension and heal tissues during post-wound closure. The company's system is a noninvasive device that reduces tension and heals wounds, also it can be extended into the post-closure healing phase for reducing scar appearance, enabling patients to heal their wounds after any surgical procedures in a simplified way.","Marietta, GA",www.brijmedical.com,Tim Gleeson,1071,31024
977,Kvasir Technologies (Energy Production),22-Feb-2024,Seed Round,Seed Round,5.56,,"The company raised EUR 5.15 million of seed funding in a deal led by VR Ventures on February 22, 2024. Maersk Growth, Denmark's Export and Investment Fund, and The Footprint Firm also participated in the round. The funds will be used to bring the company's flagship project to life in a few years with commercial production of biofuel.",Completed,Venture Capital-Backed,Generating Revenue,Energy Production,"CleanTech, Climate Tech, LOHAS & Wellness","Developer of carbon emissions technology intended to produce biofuel from non-edible biomass. The company's technology helps to eliminate carbon emissions from heavy transportation, by harnessing natural and abundant sources of biomass that do not compete with food and replicate the natural process of turning biomass into oil, enabling consumers to have climate-friendly fuel.","Soborg, Denmark",www.kvasirtechnologies.com,Denmark's Export and Investment Fund,511,9561
978,Kvasir Technologies (Energy Production),22-Feb-2024,Seed Round,Seed Round,5.56,,"The company raised EUR 5.15 million of seed funding in a deal led by VR Ventures on February 22, 2024. Maersk Growth, Denmark's Export and Investment Fund, and The Footprint Firm also participated in the round. The funds will be used to bring the company's flagship project to life in a few years with commercial production of biofuel.",Completed,Venture Capital-Backed,Generating Revenue,Energy Production,"CleanTech, Climate Tech, LOHAS & Wellness","Developer of carbon emissions technology intended to produce biofuel from non-edible biomass. The company's technology helps to eliminate carbon emissions from heavy transportation, by harnessing natural and abundant sources of biomass that do not compete with food and replicate the natural process of turning biomass into oil, enabling consumers to have climate-friendly fuel.","Soborg, Denmark",www.kvasirtechnologies.com,Maersk Growth,511,10895
979,Kvasir Technologies (Energy Production),22-Feb-2024,Seed Round,Seed Round,5.56,,"The company raised EUR 5.15 million of seed funding in a deal led by VR Ventures on February 22, 2024. Maersk Growth, Denmark's Export and Investment Fund, and The Footprint Firm also participated in the round. The funds will be used to bring the company's flagship project to life in a few years with commercial production of biofuel.",Completed,Venture Capital-Backed,Generating Revenue,Energy Production,"CleanTech, Climate Tech, LOHAS & Wellness","Developer of carbon emissions technology intended to produce biofuel from non-edible biomass. The company's technology helps to eliminate carbon emissions from heavy transportation, by harnessing natural and abundant sources of biomass that do not compete with food and replicate the natural process of turning biomass into oil, enabling consumers to have climate-friendly fuel.","Soborg, Denmark",www.kvasirtechnologies.com,The Footprint Firm,511,6749
980,Kvasir Technologies (Energy Production),22-Feb-2024,Seed Round,Seed Round,5.56,,"The company raised EUR 5.15 million of seed funding in a deal led by VR Ventures on February 22, 2024. Maersk Growth, Denmark's Export and Investment Fund, and The Footprint Firm also participated in the round. The funds will be used to bring the company's flagship project to life in a few years with commercial production of biofuel.",Completed,Venture Capital-Backed,Generating Revenue,Energy Production,"CleanTech, Climate Tech, LOHAS & Wellness","Developer of carbon emissions technology intended to produce biofuel from non-edible biomass. The company's technology helps to eliminate carbon emissions from heavy transportation, by harnessing natural and abundant sources of biomass that do not compete with food and replicate the natural process of turning biomass into oil, enabling consumers to have climate-friendly fuel.","Soborg, Denmark",www.kvasirtechnologies.com,VR Ventures,511,23316
981,Benjamin,13-Mar-2024,Seed Round,Seed Round,5.50,22.00,"The company raised $5.50 million through a combination of Seed funding in a deal led by Play Ventures and F4 Fund on March 13, 2024, putting the company's pre-money valuation at $16.5 million. Anton Gauffin,Shane Happach, and other undisclosed investors also participated in the round. The funds will be used to help the company grow its Benjamin cash rewards app, which has generated robust consumer demand and revenue growth since its launch in October 2023.",Completed,Venture Capital-Backed,Startup,Financial Software,"FinTech, Mobile","Developer of a banking platform designed to connect brands, customers and influencers with sharable cash rewards. The company's platform offers debit cards that allow users to get merchant rewards and its iOS and Android application helps match the needs of today's businesses, enabling businesses to experience free, fast, and flexible business banking.","New York, NY",www.benjaminone.com,Anton Gauffin,1072,8393
982,Benjamin,13-Mar-2024,Seed Round,Seed Round,5.50,22.00,"The company raised $5.50 million through a combination of Seed funding in a deal led by Play Ventures and F4 Fund on March 13, 2024, putting the company's pre-money valuation at $16.5 million. Anton Gauffin,Shane Happach, and other undisclosed investors also participated in the round. The funds will be used to help the company grow its Benjamin cash rewards app, which has generated robust consumer demand and revenue growth since its launch in October 2023.",Completed,Venture Capital-Backed,Startup,Financial Software,"FinTech, Mobile","Developer of a banking platform designed to connect brands, customers and influencers with sharable cash rewards. The company's platform offers debit cards that allow users to get merchant rewards and its iOS and Android application helps match the needs of today's businesses, enabling businesses to experience free, fast, and flexible business banking.","New York, NY",www.benjaminone.com,F4 Fund,1072,2755
